route_clean,stop_id_clean,canonical_stop_name,boards,rows,pre_boards,post_boards,pre_cornell_card_rows,pre_rows,post_rows,pre_cornell_card_share,has_balanced_near6_sample,route_stop_group
31,1311,Highland @ Thur,19,19,16,3,4,16,3,0.25,False,exclude_or_sensitivity
40,4321,Freeville P+R,19,19,19,0,0,19,0,0.0,False,exclude_or_sensitivity
40,4362,Main@RR Groton,19,19,14,5,0,14,5,0.0,False,exclude_or_sensitivity
67,6718,Elmira Rd @ Enf,19,19,18,1,0,18,1,0.0,False,exclude_or_sensitivity
13,911,Cayuga @ Lincol,18,18,15,3,0,15,3,0.0,False,exclude_or_sensitivity
20,2324,Mecklenburg Rd,18,18,18,0,0,18,0,0.0,False,exclude_or_sensitivity
21,2568,Trumansburg Rd,18,18,15,3,1,15,3,0.06666666666666667,False,exclude_or_sensitivity
32,3782,Brown @ Thornwo,18,18,18,0,4,18,0,0.2222222222222222,False,exclude_or_sensitivity
37,1704,State/MLK @ Qua,18,18,14,4,7,14,4,0.5,False,exclude_or_sensitivity
51,5540,Tower View @ Sl,18,18,13,5,0,13,5,0.0,False,exclude_or_sensitivity
51,5546,Snyder Hill @ R,18,18,14,4,5,14,4,0.35714285714285715,False,exclude_or_sensitivity
31,4554,Creekwood Apts,17,17,10,7,0,10,7,0.0,False,exclude_or_sensitivity
37,3733,22 Arrowwood,17,17,17,0,4,17,0,0.23529411764705882,False,exclude_or_sensitivity
40,1556,Vet Medical Cen,17,17,17,0,13,17,0,0.7647058823529411,False,exclude_or_sensitivity
65,314,Hudson @ Columb,17,17,16,1,4,16,1,0.25,False,exclude_or_sensitivity
11,317,Hudson at South,16,16,8,8,0,8,8,0.0,False,exclude_or_sensitivity
14,757,Westhaven Road,16,16,15,1,5,15,1,0.3333333333333333,False,exclude_or_sensitivity
14S,2514,Trumansburg Rd,16,16,16,0,0,16,0,0.0,False,exclude_or_sensitivity
14S,531,Meadow @ Wood,16,16,16,0,1,16,0,0.0625,False,exclude_or_sensitivity
14S,668,State @ Fulton,16,16,16,0,1,16,0,0.0625,False,exclude_or_sensitivity
31,3915,Winston Court,16,16,14,2,2,14,2,0.14285714285714285,False,exclude_or_sensitivity
32,3555,Gaslight Villag,16,16,11,5,2,11,5,0.18181818181818182,False,exclude_or_sensitivity
36,3314,Triphammer @ As,16,16,14,2,8,14,2,0.5714285714285714,False,exclude_or_sensitivity
40,4510,Dryden Rd @ For,16,16,14,2,4,14,2,0.2857142857142857,False,exclude_or_sensitivity
43,4517,1062 Dryden Rd,16,16,14,2,0,14,2,0.0,False,exclude_or_sensitivity
81,1328,Cradit Farm @ B,16,16,13,3,12,13,3,0.9230769230769231,False,exclude_or_sensitivity
14,730,Warren Pl @ Hec,15,15,11,4,0,11,4,0.0,False,exclude_or_sensitivity
14S,2534,1229 Trumansbur,15,15,15,0,0,15,0,0.0,False,exclude_or_sensitivity
31,1315,Highland@Wyck,15,15,12,3,3,12,3,0.25,False,exclude_or_sensitivity
32,1362,Triphammer @ Oa,15,15,8,7,7,8,7,0.875,False,exclude_or_sensitivity
40,1746,Ithaca @ Elmwoo,15,15,10,5,6,10,5,0.6,False,exclude_or_sensitivity
40,4528,Dryden Rd @ Bak,15,15,15,0,4,15,0,0.26666666666666666,False,exclude_or_sensitivity
43,4540,Dryden Rd @ Mai,15,15,14,1,0,14,1,0.0,False,exclude_or_sensitivity
65,6351,Danby TH P+R,15,15,11,4,0,11,4,0.0,False,exclude_or_sensitivity
14,704,Chestnut @ Sunr,14,14,9,5,0,9,5,0.0,False,exclude_or_sensitivity
14S,754,Westhaven Road,14,14,14,0,11,14,0,0.7857142857142857,False,exclude_or_sensitivity
20,733,Mecklenburg Rd,14,14,14,0,0,14,0,0.0,False,exclude_or_sensitivity
37,1331,McClintock Hall,14,14,11,3,5,11,3,0.45454545454545453,False,exclude_or_sensitivity
37,1746,Ithaca @ Elmwoo,14,14,13,1,10,13,1,0.7692307692307693,False,exclude_or_sensitivity
37,1747,Ithaca @ Elmwoo,14,14,10,4,3,10,4,0.3,False,exclude_or_sensitivity
37,1755,Dryden @ Pine T,14,14,11,3,8,11,3,0.7272727272727273,False,exclude_or_sensitivity
37,3716,Hanshaw @ Black,14,14,14,0,5,14,0,0.35714285714285715,False,exclude_or_sensitivity
92,1307,Thurston @ Bart,14,14,0,14,0,0,14,,False,exclude_or_sensitivity
14S,551,Walmart South E,13,13,13,0,0,13,0,0.0,False,exclude_or_sensitivity
22,2631,TBurg P+R,13,13,13,0,0,13,0,0.0,False,exclude_or_sensitivity
32,3550,Uptown @ Cinema,13,13,12,1,6,12,1,0.5,False,exclude_or_sensitivity
32,3554,Uptown Village,13,13,10,3,3,10,3,0.3,False,exclude_or_sensitivity
32,3741,Warren @ Dart,13,13,13,0,0,13,0,0.0,False,exclude_or_sensitivity
43,4362,Main@RR Groton,13,13,13,0,1,13,0,0.07692307692307693,False,exclude_or_sensitivity
65,343,Alumni Circ IC,13,13,13,0,1,13,0,0.07692307692307693,False,exclude_or_sensitivity
67,503,Clinton @ Fayet,13,13,11,2,6,11,2,0.5454545454545454,False,exclude_or_sensitivity
14S,2511,Candlewyck Park,12,12,12,0,0,12,0,0.0,False,exclude_or_sensitivity
14S,710,Chestnut @ Hook,12,12,12,0,0,12,0,0.0,False,exclude_or_sensitivity
31,3716,Hanshaw @ Black,12,12,11,1,3,11,1,0.2727272727272727,False,exclude_or_sensitivity
32,1363,Triphammer @ Oa,12,12,10,2,3,10,2,0.3,False,exclude_or_sensitivity
32,3520,Triphammer @ Wi,12,12,12,0,8,12,0,0.6666666666666666,False,exclude_or_sensitivity
40,4336,Groton Rd @ Per,12,12,12,0,0,12,0,0.0,False,exclude_or_sensitivity
43,4326,Rte38 @ Main (F,12,12,12,0,0,12,0,0.0,False,exclude_or_sensitivity
43,4387,Cortland St @ C,12,12,12,0,0,12,0,0.0,False,exclude_or_sensitivity
43,4707,Dryden @ Ylw Br,12,12,7,5,0,7,5,0.0,False,exclude_or_sensitivity
52,5760,Caroline Town,12,12,10,2,0,10,2,0.0,False,exclude_or_sensitivity
67,6717,Elmira Rd @ Enf,12,12,6,6,1,6,6,0.16666666666666666,False,exclude_or_sensitivity
14S,538,Cecil Malone Dr,11,11,11,0,0,11,0,0.0,False,exclude_or_sensitivity
20,1722,Stewart @ Senec,11,11,11,0,4,11,0,0.36363636363636365,False,exclude_or_sensitivity
20,2330,Enfield Element,11,11,11,0,0,11,0,0.0,False,exclude_or_sensitivity
31,1376,The Parkway @ U,11,11,6,5,3,6,5,0.5,False,exclude_or_sensitivity
32,3740,Warren @ Dart,11,11,8,3,2,8,3,0.25,False,exclude_or_sensitivity
43,4375,Groton Town Hal,11,11,11,0,1,11,0,0.09090909090909091,False,exclude_or_sensitivity
43,4751,North @ Lee,11,11,9,2,0,9,2,0.0,False,exclude_or_sensitivity
51,1753,Maplewood Apts,11,11,0,11,0,0,11,,False,exclude_or_sensitivity
51,5542,Snyder Hill @ S,11,11,11,0,1,11,0,0.09090909090909091,False,exclude_or_sensitivity
17,1703,State/MLK @ Qua,10,10,10,0,7,10,0,0.7,False,exclude_or_sensitivity
21,2511,Candlewyck Park,10,10,4,6,0,4,6,0.0,False,exclude_or_sensitivity
36,1121,Lake @ Falls,10,10,10,0,4,10,0,0.4,False,exclude_or_sensitivity
37,3725,Warren at BOCES,10,10,10,0,0,10,0,0.0,False,exclude_or_sensitivity
40,1712,Mitchell @ Coll,10,10,5,5,5,5,5,1.0,False,exclude_or_sensitivity
51,5530,Honness @ Pine,10,10,8,2,1,8,2,0.125,False,exclude_or_sensitivity
51,5559,Eastern Heights,10,10,5,5,1,5,5,0.2,False,exclude_or_sensitivity
52,5788,BDale P+R,10,10,3,7,0,3,7,0.0,False,exclude_or_sensitivity
14,703,Chestnut @ Sunr,9,9,7,2,0,7,2,0.0,False,exclude_or_sensitivity
14,768,Campbell @ Hect,9,9,9,0,0,9,0,0.0,False,exclude_or_sensitivity
32,3515,Triphammer @ Te,9,9,6,3,2,6,3,0.3333333333333333,False,exclude_or_sensitivity
40,4335,Groton Rd @ Per,9,9,9,0,0,9,0,0.0,False,exclude_or_sensitivity
40,4360,Main @ South (G,9,9,6,3,0,6,3,0.0,False,exclude_or_sensitivity
40,4375,Groton Town Hal,9,9,6,3,0,6,3,0.0,False,exclude_or_sensitivity
65,1702,State/MLK @ Ste,9,9,9,0,2,9,0,0.2222222222222222,False,exclude_or_sensitivity
65,352,Ithaca College,9,9,9,0,0,9,0,0.0,False,exclude_or_sensitivity
65,6368,South Danby Par,9,9,8,1,0,8,1,0.0,False,exclude_or_sensitivity
17,108,Cayuga @ Buffal,8,8,8,0,3,8,0,0.375,False,exclude_or_sensitivity
17,1701,State/MLK @ Ste,8,8,8,0,6,8,0,0.75,False,exclude_or_sensitivity
17,1713,Mitchell @ Coll,8,8,8,0,5,8,0,0.625,False,exclude_or_sensitivity
17,1751,Humphreys Servi,8,8,8,0,3,8,0,0.375,False,exclude_or_sensitivity
20,2325,Mecklenburg Rd,8,8,8,0,0,8,0,0.0,False,exclude_or_sensitivity
21,786,TBurg @ Hopkins,8,8,8,0,0,8,0,0.0,False,exclude_or_sensitivity
37,3761,Sbrook @ Farrel,8,8,8,0,5,8,0,0.625,False,exclude_or_sensitivity
40,1701,State/MLK @ Ste,8,8,8,0,2,8,0,0.25,False,exclude_or_sensitivity
40,4326,Rte38 @ Main (F,8,8,6,2,0,6,2,0.0,False,exclude_or_sensitivity
40,4527,Dryden Rd @ Bak,8,8,8,0,0,8,0,0.0,False,exclude_or_sensitivity
40,4569,Etna Mills Apts,8,8,8,0,0,8,0,0.0,False,exclude_or_sensitivity
43,4328,RR@Main (Fville,8,8,1,7,0,1,7,0.0,False,exclude_or_sensitivity
43,4505,Dryden Rd @ Gam,8,8,4,4,0,4,4,0.0,False,exclude_or_sensitivity
43,4515,Dryden Rd @ Mt,8,8,2,6,0,2,6,0.0,False,exclude_or_sensitivity
43,4709,Dryden Rd @ Iri,8,8,5,3,0,5,3,0.0,False,exclude_or_sensitivity
51,5526,318 Pine Tree -,8,8,4,4,3,4,4,0.75,False,exclude_or_sensitivity
65,373,College Circle,8,8,8,0,0,8,0,0.0,False,exclude_or_sensitivity
65,6322,Danby @ King,8,8,5,3,0,5,3,0.0,False,exclude_or_sensitivity
67,6721,Elmira Rd @ Enf,8,8,8,0,8,8,0,1.0,False,exclude_or_sensitivity
14,2549,Biggs Memorial,7,7,3,4,0,3,4,0.0,False,exclude_or_sensitivity
14,753,Westhaven Road,7,7,6,1,5,6,1,0.8333333333333334,False,exclude_or_sensitivity
14S,537,Cherry St @ Art,7,7,7,0,0,7,0,0.0,False,exclude_or_sensitivity
14S,561,Elmira @ Meadow,7,7,7,0,1,7,0,0.14285714285714285,False,exclude_or_sensitivity
20,135,Green @ Fayette,7,7,7,0,6,7,0,0.8571428571428571,False,exclude_or_sensitivity
20,2326,Mecklenburg Rd,7,7,7,0,0,7,0,0.0,False,exclude_or_sensitivity
32,3519,Triphammer @ Wi,7,7,4,3,1,4,3,0.25,False,exclude_or_sensitivity
37,3741,Warren @ Dart,7,7,6,1,0,6,1,0.0,False,exclude_or_sensitivity
43,1722,Stewart @ Senec,7,7,7,0,3,7,0,0.42857142857142855,False,exclude_or_sensitivity
43,4359,South @ Main (G,7,7,3,4,1,3,4,0.3333333333333333,False,exclude_or_sensitivity
43,4360,Main @ South (G,7,7,7,0,0,7,0,0.0,False,exclude_or_sensitivity
51,5547,Joanne @ Easter,7,7,0,7,0,0,7,,False,exclude_or_sensitivity
52,5721,Slaterville Rd,7,7,4,3,2,4,3,0.5,False,exclude_or_sensitivity
52,5786,Brooktondale St,7,7,5,2,0,5,2,0.0,False,exclude_or_sensitivity
65,338,Ithaca College,7,7,3,4,0,3,4,0.0,False,exclude_or_sensitivity
67,6511,West Danby Rd @,7,7,6,1,0,6,1,0.0,False,exclude_or_sensitivity
67,6711,Elmira Rd @ Fiv,7,7,0,7,0,0,7,,False,exclude_or_sensitivity
14,754,Westhaven Road,6,6,1,5,0,1,5,0.0,False,exclude_or_sensitivity
20,731,Hector @ Warren,6,6,6,0,0,6,0,0.0,False,exclude_or_sensitivity
21,2559,Trumansburg Rd,6,6,6,0,0,6,0,0.0,False,exclude_or_sensitivity
21,779,Cliff @ Vinegar,6,6,4,2,1,4,2,0.25,False,exclude_or_sensitivity
31,1378,Northway @ The,6,6,3,3,0,3,3,0.0,False,exclude_or_sensitivity
31,3901,Hanshaw @ Warre,6,6,4,2,0,4,2,0.0,False,exclude_or_sensitivity
31,3921,Rose Hill @ Mur,6,6,5,1,2,5,1,0.4,False,exclude_or_sensitivity
36,1125,Lake @ IHS,6,6,6,0,0,6,0,0.0,False,exclude_or_sensitivity
37,1712,Mitchell @ Coll,6,6,6,0,3,6,0,0.5,False,exclude_or_sensitivity
40,4325,Rte 38 @ Fall C,6,6,6,0,0,6,0,0.0,False,exclude_or_sensitivity
40,4518,1062 Dryden Rd,6,6,5,1,4,5,1,0.8,False,exclude_or_sensitivity
43,4355,Peru Rd @ Hamil,6,6,6,0,2,6,0,0.3333333333333333,False,exclude_or_sensitivity
51,5534,Grandview Park,6,6,4,2,3,4,2,0.75,False,exclude_or_sensitivity
51,5543,Park Ln @ Tudor,6,6,0,6,0,0,6,,False,exclude_or_sensitivity
65,356,Aurora @ Hillvi,6,6,1,5,1,1,5,1.0,False,exclude_or_sensitivity
65,358,Aurora @ Outloo,6,6,3,3,2,3,3,0.6666666666666666,False,exclude_or_sensitivity
65,6349,Danby Fire Stat,6,6,4,2,1,4,2,0.25,False,exclude_or_sensitivity
14S,706,Chestnut Hill A,5,5,5,0,0,5,0,0.0,False,exclude_or_sensitivity
20,2323,Mecklenburg Rd,5,5,5,0,0,5,0,0.0,False,exclude_or_sensitivity
21,780,Cliff @ Vinegar,5,5,4,1,2,4,1,0.5,False,exclude_or_sensitivity
31,3715,Hanshaw @ Black,5,5,2,3,0,2,3,0.0,False,exclude_or_sensitivity
31,4568,Lower Crk @ Etn,5,5,4,1,3,4,1,0.75,False,exclude_or_sensitivity
32,3735,10 Brentwood Dr,5,5,5,0,1,5,0,0.2,False,exclude_or_sensitivity
40,4539,Main St @ Dryde,5,5,3,2,0,3,2,0.0,False,exclude_or_sensitivity
43,4714,W Main @ Hilton,5,5,4,1,1,4,1,0.25,False,exclude_or_sensitivity
51,1751,Humphreys Servi,5,5,0,5,0,0,5,,False,exclude_or_sensitivity
65,318,Hudson at South,5,5,4,1,0,4,1,0.0,False,exclude_or_sensitivity
65,328,Hudson @ Coddin,5,5,5,0,1,5,0,0.2,False,exclude_or_sensitivity
65,6353,Danby Rd @ Bald,5,5,1,4,0,1,4,0.0,False,exclude_or_sensitivity
67,6712,Elmira Rd @ Fiv,5,5,2,3,0,2,3,0.0,False,exclude_or_sensitivity
92,1331,McClintock Hall,5,5,0,5,0,0,5,,False,exclude_or_sensitivity
13,905,Tompkins @ Cayu,4,4,4,0,1,4,0,0.25,False,exclude_or_sensitivity
14,751,Elm Street @ El,4,4,4,0,1,4,0,0.25,False,exclude_or_sensitivity
14,767,Campbell @ Hect,4,4,1,3,0,1,3,0.0,False,exclude_or_sensitivity
14S,547,Fairgrounds Mem,4,4,4,0,1,4,0,0.25,False,exclude_or_sensitivity
20,1702,State/MLK @ Ste,4,4,4,0,2,4,0,0.5,False,exclude_or_sensitivity
20,2315,Mecklenburg Rd,4,4,4,0,0,4,0,0.0,False,exclude_or_sensitivity
20,2319,Mecklenburg Rd,4,4,4,0,2,4,0,0.5,False,exclude_or_sensitivity
21,2670,Seneca @ Main (,4,4,2,2,0,2,2,0.0,False,exclude_or_sensitivity
31,3911,Salem @ Birchwo,4,4,2,2,0,2,2,0.0,False,exclude_or_sensitivity
36,1120,Auden Ithaca,4,4,4,0,2,4,0,0.5,False,exclude_or_sensitivity
36,3111,EShore@Burd Hil,4,4,4,0,0,4,0,0.0,False,exclude_or_sensitivity
36,3115,East Shore Dr @,4,4,4,0,0,4,0,0.0,False,exclude_or_sensitivity
37,1702,State/MLK @ Ste,4,4,4,0,3,4,0,0.75,False,exclude_or_sensitivity
40,4318,Freeville Stn P,4,4,2,2,0,2,2,0.0,False,exclude_or_sensitivity
40,4359,South @ Main (G,4,4,4,0,0,4,0,0.0,False,exclude_or_sensitivity
51,5539,Snyder Hill @ P,4,4,1,3,0,1,3,0.0,False,exclude_or_sensitivity
51,5561,Eastern Heights,4,4,4,0,1,4,0,0.25,False,exclude_or_sensitivity
14,718,Haller @ Elm,3,3,3,0,0,3,0,0.0,False,exclude_or_sensitivity
14,774,Campbell @ Hopk,3,3,1,2,0,1,2,0.0,False,exclude_or_sensitivity
14S,2547,Museum of the E,3,3,3,0,1,3,0,0.3333333333333333,False,exclude_or_sensitivity
14S,704,Chestnut @ Sunr,3,3,3,0,0,3,0,0.0,False,exclude_or_sensitivity
14S,719,Haller @ Hook,3,3,3,0,0,3,0,0.0,False,exclude_or_sensitivity
20,117,Seneca @ Corn,3,3,3,0,0,3,0,0.0,False,exclude_or_sensitivity
20,2320,Mecklenburg Rd,3,3,3,0,0,3,0,0.0,False,exclude_or_sensitivity
20,734,Hector @ Warren,3,3,3,0,0,3,0,0.0,False,exclude_or_sensitivity
20,748,412 Hector St,3,3,3,0,2,3,0,0.6666666666666666,False,exclude_or_sensitivity
22,2620,TBurg School,3,3,3,0,0,3,0,0.0,False,exclude_or_sensitivity
31,1372,Triphammer @ No,3,3,2,1,1,2,1,0.5,False,exclude_or_sensitivity
31,1375,Parkway@Upland,3,3,3,0,0,3,0,0.0,False,exclude_or_sensitivity
31,3909,Salem @ Maplewo,3,3,1,2,0,1,2,0.0,False,exclude_or_sensitivity
31,3917,Winston @ Rose,3,3,2,1,1,2,1,0.5,False,exclude_or_sensitivity
31,3931,Hanshaw @ Sapsu,3,3,1,2,0,1,2,0.0,False,exclude_or_sensitivity
31,4565,Etna Rd @ Wood,3,3,2,1,0,2,1,0.0,False,exclude_or_sensitivity
37,1328,Cradit Farm @ B,3,3,0,3,0,0,3,,False,exclude_or_sensitivity
37,3735,10 Brentwood Dr,3,3,3,0,1,3,0,0.3333333333333333,False,exclude_or_sensitivity
40,1702,State/MLK @ Ste,3,3,2,1,1,2,1,0.5,False,exclude_or_sensitivity
40,4355,Peru Rd @ Hamil,3,3,3,0,0,3,0,0.0,False,exclude_or_sensitivity
40,4515,Dryden Rd @ Mt,3,3,3,0,2,3,0,0.6666666666666666,False,exclude_or_sensitivity
43,4780,Freeville Rd @,3,3,3,0,0,3,0,0.0,False,exclude_or_sensitivity
51,5560,Eastern Heights,3,3,3,0,1,3,0,0.3333333333333333,False,exclude_or_sensitivity
51,5722,Slaterville Rd,3,3,3,0,1,3,0,0.3333333333333333,False,exclude_or_sensitivity
52,1709,State/MLK @ Cor,3,3,1,2,0,1,2,0.0,False,exclude_or_sensitivity
52,5711,Rt79 @ Tower Vi,3,3,2,1,0,2,1,0.0,False,exclude_or_sensitivity
52,5722,Slaterville Rd,3,3,0,3,0,0,3,,False,exclude_or_sensitivity
65,1722,Stewart @ Senec,3,3,3,0,2,3,0,0.6666666666666666,False,exclude_or_sensitivity
65,327,Coddington @ Hu,3,3,3,0,0,3,0,0.0,False,exclude_or_sensitivity
65,330,Coddington at I,3,3,1,2,0,1,2,0.0,False,exclude_or_sensitivity
65,348,Ithaca College,3,3,3,0,0,3,0,0.0,False,exclude_or_sensitivity
65,355,Aurora @ Hillvi,3,3,3,0,1,3,0,0.3333333333333333,False,exclude_or_sensitivity
65,376,College Circle,3,3,3,0,0,3,0,0.0,False,exclude_or_sensitivity
65,6338,Danby Rd @ Muzz,3,3,3,0,0,3,0,0.0,False,exclude_or_sensitivity
65,6343,Danby Rd @ Mill,3,3,3,0,0,3,0,0.0,False,exclude_or_sensitivity
67,572,Elmira @ Butter,3,3,0,3,0,0,3,,False,exclude_or_sensitivity
67,6519,West Danby Rd @,3,3,2,1,1,2,1,0.5,False,exclude_or_sensitivity
92,1329,Helen Newman Ha,3,3,0,3,0,0,3,,False,exclude_or_sensitivity
14,719,Haller @ Hook,2,2,0,2,0,0,2,,False,exclude_or_sensitivity
14,720,Hook @ Haller,2,2,2,0,0,2,0,0.0,False,exclude_or_sensitivity
14,722,Warren Pl @ Hoo,2,2,2,0,0,2,0,0.0,False,exclude_or_sensitivity
14,726,Warren Pl @ Sun,2,2,2,0,0,2,0,0.0,False,exclude_or_sensitivity
14,756,Westhaven Road,2,2,2,0,0,2,0,0.0,False,exclude_or_sensitivity
14S,729,Warren Pl @ Hec,2,2,2,0,0,2,0,0.0,False,exclude_or_sensitivity
14S,780,Cliff @ Vinegar,2,2,2,0,2,2,0,1.0,False,exclude_or_sensitivity
17,901,Cayuga @ Cascad,2,2,0,2,0,0,2,,False,exclude_or_sensitivity
17,911,Cayuga @ Lincol,2,2,0,2,0,0,2,,False,exclude_or_sensitivity
17,920,Lincoln @ Dey,2,2,0,2,0,0,2,,False,exclude_or_sensitivity
20,2329,Enfield Element,2,2,2,0,0,2,0,0.0,False,exclude_or_sensitivity
20,2338,Enfield Main Rd,2,2,2,0,0,2,0,0.0,False,exclude_or_sensitivity
21,2534,1229 Trumansbur,2,2,2,0,1,2,0,0.5,False,exclude_or_sensitivity
21,2583,Jacksonville PO,2,2,1,1,0,1,1,0.0,False,exclude_or_sensitivity
22,1145,Stewart Park 22,2,2,2,0,0,2,0,0.0,False,exclude_or_sensitivity
22,2627,Main @ Washingt,2,2,2,0,0,2,0,0.0,False,exclude_or_sensitivity
22,661,Green @ Meadow,2,2,2,0,1,2,0,0.5,False,exclude_or_sensitivity
22,672,Seneca @ Fulton,2,2,2,0,0,2,0,0.0,False,exclude_or_sensitivity
31,1377,The Parkway @ N,2,2,0,2,0,0,2,,False,exclude_or_sensitivity
31,3904,Muriel @ Hansha,2,2,2,0,0,2,0,0.0,False,exclude_or_sensitivity
31,3923,128 Muriel St,2,2,1,1,0,1,1,0.0,False,exclude_or_sensitivity
37,3752,Warren @ Dutch,2,2,2,0,2,2,0,1.0,False,exclude_or_sensitivity
40,4511,Varna Auto,2,2,2,0,0,2,0,0.0,False,exclude_or_sensitivity
40,4517,1062 Dryden Rd,2,2,2,0,1,2,0,0.5,False,exclude_or_sensitivity
40,4521,Dryden Rd @ Tur,2,2,2,0,2,2,0,1.0,False,exclude_or_sensitivity
43,4311,Freeville Rd at,2,2,0,2,0,0,2,,False,exclude_or_sensitivity
43,4336,Groton Rd @ Per,2,2,2,0,1,2,0,0.5,False,exclude_or_sensitivity
43,4356,Peru Rd @ Hamil,2,2,2,0,2,2,0,1.0,False,exclude_or_sensitivity
43,4779,Freeville Rd @,2,2,2,0,1,2,0,0.5,False,exclude_or_sensitivity
51,1752,Humphreys Servi,2,2,0,2,0,0,2,,False,exclude_or_sensitivity
51,1758,Pine Tree Rd @,2,2,2,0,2,2,0,1.0,False,exclude_or_sensitivity
51,5541,Snyder Hill @ S,2,2,2,0,0,2,0,0.0,False,exclude_or_sensitivity
52,1702,State/MLK @ Ste,2,2,1,1,0,1,1,0.0,False,exclude_or_sensitivity
52,5532,Pine Tree @ Hon,2,2,1,1,0,1,1,0.0,False,exclude_or_sensitivity
52,5733,Sltrvl@BdaleRd,2,2,2,0,0,2,0,0.0,False,exclude_or_sensitivity
65,323,Hudson @ Prsll,2,2,2,0,1,2,0,0.5,False,exclude_or_sensitivity
65,324,Hudson @ Gdview,2,2,2,0,0,2,0,0.0,False,exclude_or_sensitivity
65,329,Coddington at I,2,2,2,0,0,2,0,0.0,False,exclude_or_sensitivity
65,369,Danby @ Vista,2,2,2,0,0,2,0,0.0,False,exclude_or_sensitivity
65,6337,Danby Rd @ Muzz,2,2,2,0,0,2,0,0.0,False,exclude_or_sensitivity
65,6358,Danby Rd @ Mich,2,2,1,1,0,1,1,0.0,False,exclude_or_sensitivity
67,571,Elmira @ Butter,2,2,2,0,0,2,0,0.0,False,exclude_or_sensitivity
14,725,Warren Pl @ Sun,1,1,0,1,0,0,1,,False,exclude_or_sensitivity
14,750,Elm Street @ Ha,1,1,0,1,0,0,1,,False,exclude_or_sensitivity
14,773,Campbell @ Hopk,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
14S,539,Cecil Malone Dr,1,1,1,0,1,1,0,1.0,False,exclude_or_sensitivity
14S,731,Hector @ Warren,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
14S,767,Campbell @ Hect,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
17,918,Dey @ Lincoln,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
20,2337,Enfield Main Rd,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
20,745,Hector @ Fallvi,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
20,747,413 Hector St,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
21,2533,1229 Trumansbur,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
21,2567,Trumansburg Rd,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
21,2578,Trumansburg Rd,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
21,2582,Trumansburg Rd,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
21,2669,Main @ Seneca (,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
22,112,Albany at Salva,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
22,2619,TBurg School,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
22,2624,Main @ South (T,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
22,2972,Taugh Overlook,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
22,900,Cayuga @ Cascad,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
31,3919,Rose Hill @ Tar,1,1,0,1,0,0,1,,False,exclude_or_sensitivity
31,4561,Etna Rd @ Pinck,1,1,0,1,0,0,1,,False,exclude_or_sensitivity
31,4572,Lower Creek @ C,1,1,0,1,0,0,1,,False,exclude_or_sensitivity
36,1137,East Shore @ Ja,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
36,3614,Triphammer @ Wa,1,1,0,1,0,0,1,,False,exclude_or_sensitivity
37,3305,Warren @ Asbury,1,1,0,1,0,0,1,,False,exclude_or_sensitivity
37,3312,Asbury @ Tripha,1,1,0,1,0,0,1,,False,exclude_or_sensitivity
37,3715,Hanshaw @ Black,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
37,3722,Warren @ Christ,1,1,1,0,1,1,0,1.0,False,exclude_or_sensitivity
37,3759,Warren @ Farrel,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
37,3901,Hanshaw @ Warre,1,1,1,0,1,1,0,1.0,False,exclude_or_sensitivity
40,4509,Dryden Rd @ For,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
43,4335,Groton Rd @ Per,1,1,0,1,0,0,1,,False,exclude_or_sensitivity
43,4521,Dryden Rd @ Tur,1,1,0,1,0,0,1,,False,exclude_or_sensitivity
43,4538,Dryden Rd @ Mai,1,1,0,1,0,0,1,,False,exclude_or_sensitivity
52,5526,318 Pine Tree -,1,1,0,1,0,0,1,,False,exclude_or_sensitivity
52,5707,Slaterville Rd,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
52,5720,Pine Tree @ Sla,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
52,5729,Slaterville Rd,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
52,5754,Boiceville @ Sl,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
65,313,Hudson @ Columb,1,1,1,0,0,1,0,0.0,False,exclude_or_sensitivity
